"ID;""RegioS"";""Perioden"";""PrijsindexVerkoopprijzen_1"";""OntwikkelingTOVVoorgaandePeriode_2"";""OntwikkelingTOVEenJaarEerder_3"";""VerkochteWoningen_4"";""OntwikkelingTOVVoorgaandePeriode_5"";""OntwikkelingTOVEenJaarEerder_6"";""GemiddeldeVerkoopprijs_7"";""TotaleWaardeVerkoopprijzen_8"""
"182;""LD01"";""2007KW01"";""   119.0"";""     1.2"";""     4.5"";""    4376"";""   -22.5"";""    -8.1"";""  192242"";""     841"""
"183;""LD01"";""2007KW02"";""   119.9"";""     0.8"";""     3.8"";""    5120"";""    17.0"";""    -5.5"";""  198877"";""    1018"""
"184;""LD01"";""2007KW03"";""   121.0"";""     0.9"";""     3.7"";""    5322"";""     3.9"";""    -4.5"";""  201763"";""    1074"""
"185;""LD01"";""2007KW04"";""   121.1"";""     0.1"";""     3.1"";""    5460"";""     2.6"";""    -3.3"";""  201346"";""    1099"""
"186;""LD01"";""2007JJ00"";""   120.2"";""     3.8"";""     3.8"";""   20278"";""    -5.3"";""    -5.3"";""  198867"";""    4033"""
"187;""LD01"";""2008KW01"";""   122.8"";""     1.4"";""     3.2"";""    4055"";""   -25.7"";""    -7.3"";""  200440"";""     813"""
"188;""LD01"";""2008KW02"";""   122.4"";""    -0.3"";""     2.1"";""    4775"";""    17.8"";""    -6.7"";""  202355"";""     966"""
"189;""LD01"";""2008KW03"";""   123.3"";""     0.8"";""     1.9"";""    4785"";""     0.2"";""   -10.1"";""  201677"";""     965"""
"190;""LD01"";""2008KW04"";""   123.0"";""    -0.3"";""     1.5"";""    4455"";""    -6.9"";""   -18.4"";""  202962"";""     904"""
"191;""LD01"";""2008JJ00"";""   122.9"";""     2.2"";""     2.2"";""   18070"";""   -10.9"";""   -10.9"";""  201895"";""    3648"""
"192;""LD01"";""2009KW01"";""   121.0"";""    -1.6"";""    -1.5"";""    2690"";""   -39.6"";""   -33.7"";""  196876"";""     530"""
"193;""LD01"";""2009KW02"";""   118.0"";""    -2.4"";""    -3.6"";""    3126"";""    16.2"";""   -34.5"";""  186779"";""     584"""
"194;""LD01"";""2009KW03"";""   117.6"";""    -0.4"";""    -4.7"";""    3342"";""     6.9"";""   -30.2"";""  188273"";""     629"""
"195;""LD01"";""2009KW04"";""   116.6"";""    -0.8"";""    -5.2"";""    3622"";""     8.4"";""   -18.7"";""  192304"";""     697"""
"196;""LD01"";""2009JJ00"";""   118.3"";""    -3.7"";""    -3.7"";""   12780"";""   -29.3"";""   -29.3"";""  190861"";""    2439"""
"197;""LD01"";""2010KW01"";""   117.2"";""     0.5"";""    -3.1"";""    2616"";""   -27.8"";""    -2.8"";""  190939"";""     499"""
"198;""LD01"";""2010KW02"";""   117.0"";""    -0.2"";""    -0.9"";""    3267"";""    24.9"";""     4.5"";""  190732"";""     623"""
"199;""LD01"";""2010KW03"";""   117.6"";""     0.5"";""     0.0"";""    3298"";""     0.9"";""    -1.3"";""  194957"";""     643"""
"200;""LD01"";""2010KW04"";""   115.5"";""    -1.8"";""    -1.0"";""    3549"";""     7.6"";""    -2.0"";""  192124"";""     682"""
"201;""LD01"";""2010JJ00"";""   116.8"";""    -1.3"";""    -1.3"";""   12730"";""    -0.4"";""    -0.4"";""  192257"";""    2447"""
"202;""LD01"";""2011KW01"";""   114.5"";""    -0.9"";""    -2.3"";""    2792"";""   -21.3"";""     6.7"";""  191472"";""     535"""
"203;""LD01"";""2011KW02"";""   113.4"";""    -0.9"";""    -3.0"";""    2897"";""     3.8"";""   -11.3"";""  190679"";""     552"""
"204;""LD01"";""2011KW03"";""   112.4"";""    -0.9"";""    -4.4"";""    3124"";""     7.8"";""    -5.3"";""  192444"";""     601"""
"205;""LD01"";""2011KW04"";""   110.7"";""    -1.5"";""    -4.1"";""    3091"";""    -1.1"";""   -12.9"";""  190470"";""     589"""
"206;""LD01"";""2011JJ00"";""   112.8"";""    -3.5"";""    -3.5"";""   11904"";""    -6.5"";""    -6.5"";""  191274"";""    2277"""
"207;""LD01"";""2012KW01"";""   109.4"";""    -1.2"";""    -4.5"";""    2210"";""   -28.5"";""   -20.8"";""  188817"";""     417"""
"208;""LD01"";""2012KW02"";""   107.3"";""    -1.8"";""    -5.3"";""    3223"";""    45.8"";""    11.3"";""  185925"";""     599"""
"209;""LD01"";""2012KW03"";""   103.9"";""    -3.2"";""    -7.6"";""    2321"";""   -28.0"";""   -25.7"";""  172448"";""     400"""
"210;""LD01"";""2012KW04"";""   102.5"";""    -1.4"";""    -7.5"";""    3384"";""    45.8"";""     9.5"";""  180395"";""     610"""
"211;""LD01"";""2012JJ00"";""   105.8"";""    -6.2"";""    -6.2"";""   11138"";""    -6.4"";""    -6.4"";""  182010"";""    2027"""
"212;""LD01"";""2013KW01"";""   100.5"";""    -1.9"";""    -8.1"";""    2073"";""   -38.7"";""    -6.2"";""  172952"";""     359"""
"213;""LD01"";""2013KW02"";""    98.0"";""    -2.6"";""    -8.8"";""    2260"";""     9.0"";""   -29.9"";""  169436"";""     383"""
"214;""LD01"";""2013KW03"";""    98.0"";""     0.1"";""    -5.7"";""    2860"";""    26.5"";""    23.2"";""  171039"";""     489"""
"215;""LD01"";""2013KW04"";""    98.2"";""     0.1"";""    -4.2"";""    3539"";""    23.7"";""     4.6"";""  172021"";""     609"""
"216;""LD01"";""2013JJ00"";""    98.7"";""    -6.7"";""    -6.7"";""   10732"";""    -3.6"";""    -3.6"";""  171395"";""    1839"""
"217;""LD01"";""2014KW01"";""    97.7"";""    -0.5"";""    -2.8"";""    2683"";""   -24.2"";""    29.4"";""  169914"";""     456"""
"218;""LD01"";""2014KW02"";""    98.0"";""     0.4"";""     0.1"";""    3238"";""    20.7"";""    43.3"";""  174331"";""     564"""
"219;""LD01"";""2014KW03"";""    98.2"";""     0.2"";""     0.2"";""    3623"";""    11.9"";""    26.7"";""  176444"";""     639"""
"220;""LD01"";""2014KW04"";""    97.8"";""    -0.4"";""    -0.3"";""    4855"";""    34.0"";""    37.2"";""  176236"";""     856"""
"221;""LD01"";""2014JJ00"";""    97.9"";""    -0.7"";""    -0.7"";""   14399"";""    34.2"";""    34.2"";""  174682"";""    2515"""
"222;""LD01"";""2015KW01"";""    99.3"";""     1.4"";""     1.6"";""    3160"";""   -34.9"";""    17.8"";""  173964"";""     550"""
"223;""LD01"";""2015KW02"";""    99.6"";""     0.4"";""     1.6"";""    3876"";""    22.7"";""    19.7"";""  182395"";""     707"""
"224;""LD01"";""2015KW03"";""   100.3"";""     0.7"";""     2.1"";""    4685"";""    20.9"";""    29.3"";""  183058"";""     858"""
"225;""LD01"";""2015KW04"";""   100.8"";""     0.5"";""     3.1"";""    4987"";""     6.4"";""     2.7"";""  185264"";""     924"""
"226;""LD01"";""2015JJ00"";""   100.0"";""     2.1"";""     2.1"";""   16708"";""    16.0"";""    16.0"";""  181842"";""    3038"""
"227;""LD01"";""2016KW01"";""   101.3"";""     0.5"";""     2.1"";""    3933"";""   -21.1"";""    24.5"";""  182706"";""     719"""
"228;""LD01"";""2016KW02"";""   102.0"";""     0.6"";""     2.4"";""    4898"";""    24.5"";""    26.4"";""  187957"";""     921"""
"229;""LD01"";""2016KW03"";""   105.1"";""     3.1"";""     4.8"";""    5639"";""    15.1"";""    20.4"";""  195190"";""    1101"""
"230;""LD01"";""2016KW04"";""   105.7"";""     0.5"";""     4.8"";""    5677"";""     0.7"";""    13.8"";""  194979"";""    1107"""
"231;""LD01"";""2016JJ00"";""   103.5"";""     3.5"";""     3.5"";""   20147"";""    20.6"";""    20.6"";""  190935"";""    3847"""
"232;""LD01"";""2017KW01"";""   106.6"";""     0.9"";""     5.2"";""    5156"";""    -9.2"";""    31.1"";""  199795"";""    1030"""
"233;""LD01"";""2017KW02"";""   108.4"";""     1.7"";""     6.3"";""    5719"";""    10.9"";""    16.8"";""  203998"";""    1167"""
"234;""LD01"";""2017KW03"";""   110.7"";""     2.1"";""     5.3"";""    6152"";""     7.6"";""     9.1"";""  204457"";""    1258"""
"235;""LD01"";""2017KW04"";""   112.0"";""     1.1"";""     5.9"";""    6768"";""    10.0"";""    19.2"";""  204365"";""    1383"""
"236;""LD01"";""2017JJ00"";""   109.4"";""     5.7"";""     5.7"";""   23795"";""    18.1"";""    18.1"";""  203310"";""    4838"""
"237;""LD01"";""2018KW01"";""   114.0"";""     1.8"";""     6.9"";""    5180"";""   -23.5"";""     0.5"";""  210564"";""    1091"""
"238;""LD01"";""2018KW02"";""   116.0"";""     1.8"";""     7.0"";""    5432"";""     4.9"";""    -5.0"";""  212134"";""    1152"""
"239;""LD01"";""2018KW03"";""   118.5"";""     2.1"";""     7.0"";""    5990"";""    10.3"";""    -2.6"";""  220436"";""    1320"""
"240;""LD01"";""2018KW04"";""   120.7"";""     1.9"";""     7.8"";""    5918"";""    -1.2"";""   -12.6"";""  221586"";""    1311"""
"241;""LD01"";""2018JJ00"";""   117.3"";""     7.2"";""     7.2"";""   22520"";""    -5.4"";""    -5.4"";""  216465"";""    4875"""
"242;""LD01"";""2019KW01"";""   122.5"";""     1.5"";""     7.5"";""    4818"";""   -18.6"";""    -7.0"";""  226765"";""    1093"""
"243;""LD01"";""2019KW02"";""   124.2"";""     1.4"";""     7.0"";""    5662"";""    17.5"";""     4.2"";""  227851"";""    1290"""
"244;""LD02"";""1995KW01"";""    43.1"";"""";"""";""    5757"";"""";"""";""   90657"";""     522"""
"245;""LD02"";""1995KW02"";""    43.5"";""     1.0"";"""";""    6996"";""    21.5"";"""";""   94113"";""     658"""
"246;""LD02"";""1995KW03"";""    44.9"";""     3.1"";"""";""    7983"";""    14.1"";"""";""   96283"";""     769"""
"247;""LD02"";""1995KW04"";""    45.6"";""     1.5"";"""";""    8953"";""    12.2"";"""";""   97100"";""     869"""
"248;""LD02"";""1995JJ00"";""    44.3"";"""";"""";""   29689"";"""";"""";""   94927"";""    2818"""
"249;""LD02"";""1996KW01"";""    46.6"";""     2.3"";""     8.1"";""    6766"";""   -24.4"";""    17.5"";""   98466"";""     666"""
"250;""LD02"";""1996KW02"";""    48.7"";""     4.5"";""    11.8"";""    8728"";""    29.0"";""    24.8"";""  101211"";""     883"""
"251;""LD02"";""1996KW03"";""    50.2"";""     3.1"";""    11.7"";""    9635"";""    10.4"";""    20.7"";""  105938"";""    1021"""
"252;""LD02"";""1996KW04"";""    51.5"";""     2.6"";""    13.0"";""   10035"";""     4.2"";""    12.1"";""  106297"";""    1067"""
"253;""LD02"";""1996JJ00"";""    49.2"";""    11.2"";""    11.2"";""   35164"";""    18.4"";""    18.4"";""  103429"";""    3637"""
"254;""LD02"";""1997KW01"";""    52.6"";""     2.2"";""    12.8"";""    6929"";""   -31.0"";""     2.4"";""  107589"";""     745"""
"255;""LD02"";""1997KW02"";""    54.3"";""     3.2"";""    11.4"";""    9102"";""    31.4"";""     4.3"";""  111596"";""    1016"""
"256;""LD02"";""1997KW03"";""    55.7"";""     2.6"";""    10.9"";""   10224"";""    12.3"";""     6.1"";""  116036"";""    1186"""
"257;""LD02"";""1997KW04"";""    57.0"";""     2.5"";""    10.8"";""   11447"";""    12.0"";""    14.1"";""  116904"";""    1338"""
"258;""LD02"";""1997JJ00"";""    54.9"";""    11.5"";""    11.5"";""   37702"";""     7.2"";""     7.2"";""  113675"";""    4286"""
"259;""LD02"";""1998KW01"";""    58.3"";""     2.1"";""    10.8"";""    7730"";""   -32.5"";""    11.6"";""  119381"";""     923"""
"260;""LD02"";""1998KW02"";""    59.8"";""     2.7"";""    10.3"";""    9486"";""    22.7"";""     4.2"";""  121485"";""    1152"""
"261;""LD02"";""1998KW03"";""    61.7"";""     3.2"";""    10.9"";""   10347"";""     9.1"";""     1.2"";""  126502"";""    1309"""
"262;""LD02"";""1998KW04"";""    64.0"";""     3.6"";""    12.1"";""   11749"";""    13.6"";""     2.6"";""  129326"";""    1519"""
"263;""LD02"";""1998JJ00"";""    60.9"";""    11.0"";""    11.0"";""   39312"";""     4.3"";""     4.3"";""  124735"";""    4904"""
"264;""LD02"";""1999KW01"";""    66.6"";""     4.1"";""    14.3"";""    9051"";""   -23.0"";""    17.1"";""  131601"";""    1191"""
"265;""LD02"";""1999KW02"";""    69.2"";""     3.9"";""    15.6"";""   10519"";""    16.2"";""    10.9"";""  139448"";""    1467"""
"266;""LD02"";""1999KW03"";""    73.1"";""     5.7"";""    18.5"";""   11503"";""     9.4"";""    11.2"";""  148231"";""    1705"""
"267;""LD02"";""1999KW04"";""    76.6"";""     4.8"";""    19.8"";""   11540"";""     0.3"";""    -1.8"";""  158263"";""    1826"""
"268;""LD02"";""1999JJ00"";""    71.4"";""    17.1"";""    17.1"";""   42613"";""     8.4"";""     8.4"";""  145248"";""    6189"""
"269;""LD02"";""2000KW01"";""    80.4"";""     4.9"";""    20.8"";""    7685"";""   -33.4"";""   -15.1"";""  160232"";""    1231"""
"270;""LD02"";""2000KW02"";""    83.7"";""     4.1"";""    21.0"";""    9305"";""    21.1"";""   -11.5"";""  169322"";""    1576"""
"271;""LD02"";""2000KW03"";""    86.8"";""     3.7"";""    18.7"";""    9777"";""     5.1"";""   -15.0"";""  177566"";""    1736"""
"272;""LD02"";""2000KW04"";""    88.9"";""     2.4"";""    16.0"";""   10353"";""     5.9"";""   -10.3"";""  184894"";""    1914"""
"273;""LD02"";""2000JJ00"";""    85.0"";""    19.0"";""    19.0"";""   37120"";""   -12.9"";""   -12.9"";""  173955"";""    6457"""
"274;""LD02"";""2001KW01"";""    91.5"";""     2.9"";""    13.8"";""    7598"";""   -26.6"";""    -1.1"";""  182599"";""    1387"""
"275;""LD02"";""2001KW02"";""    93.8"";""     2.6"";""    12.1"";""    9664"";""    27.2"";""     3.9"";""  189029"";""    1827"""
"276;""LD02"";""2001KW03"";""    95.6"";""     1.9"";""    10.1"";""   10732"";""    11.1"";""     9.8"";""  189945"";""    2038"""
"277;""LD02"";""2001KW04"";""    96.7"";""     1.1"";""     8.7"";""   11740"";""     9.4"";""    13.4"";""  192851"";""    2264"""
"278;""LD02"";""2001JJ00"";""    94.4"";""    11.1"";""    11.1"";""   39734"";""     7.0"";""     7.0"";""  189176"";""    7517"""
"279;""LD02"";""2002KW01"";""    98.3"";""     1.7"";""     7.4"";""    9076"";""   -22.7"";""    19.5"";""  191911"";""    1742"""
"280;""LD02"";""2002KW02"";""   100.0"";""     1.7"";""     6.5"";""    9781"";""     7.8"";""     1.2"";""  199146"";""    1948"""
"281;""LD02"";""2002KW03"";""   101.8"";""     1.8"";""     6.5"";""   10601"";""     8.4"";""    -1.2"";""  202628"";""    2148"""
"282;""LD02"";""2002KW04"";""   101.6"";""    -0.3"";""     5.1"";""   10864"";""     2.5"";""    -7.5"";""  201996"";""    2194"""
"283;""LD02"";""2002JJ00"";""   100.4"";""     6.4"";""     6.4"";""   40322"";""     1.5"";""     1.5"";""  199201"";""    8032"""
"284;""LD02"";""2003KW01"";""   102.5"";""     0.9"";""     4.2"";""    8028"";""   -26.1"";""   -11.5"";""  200399"";""    1609"""
"285;""LD02"";""2003KW02"";""   103.1"";""     0.6"";""     3.1"";""    9574"";""    19.3"";""    -2.1"";""  203629"";""    1950"""
"286;""LD02"";""2003KW03"";""   104.2"";""     1.1"";""     2.3"";""   10411"";""     8.7"";""    -1.8"";""  204451"";""    2129"""
"287;""LD02"";""2003KW04"";""   105.8"";""     1.5"";""     4.1"";""   11619"";""    11.6"";""     7.0"";""  210907"";""    2451"""
"288;""LD02"";""2003JJ00"";""   103.9"";""     3.4"";""     3.4"";""   39632"";""    -1.7"";""    -1.7"";""  205324"";""    8137"""
"289;""LD02"";""2004KW01"";""   107.0"";""     1.2"";""     4.4"";""    7598"";""   -34.6"";""    -5.4"";""  210269"";""    1598"""
"290;""LD02"";""2004KW02"";""   107.9"";""     0.8"";""     4.7"";""    9566"";""    25.9"";""    -0.1"";""  214817"";""    2055"""
"291;""LD02"";""2004KW03"";""   108.9"";""     1.0"";""     4.6"";""   10079"";""     5.4"";""    -3.2"";""  215950"";""    2177"""
"292;""LD02"";""2004KW04"";""   109.5"";""     0.6"";""     3.6"";""   10868"";""     7.8"";""    -6.5"";""  211863"";""    2303"""
"293;""LD02"";""2004JJ00"";""   108.3"";""     4.3"";""     4.3"";""   38111"";""    -3.8"";""    -3.8"";""  213368"";""    8132"""
"294;""LD02"";""2005KW01"";""   110.0"";""     0.4"";""     2.8"";""    8184"";""   -24.7"";""     7.7"";""  212949"";""    1743"""
"295;""LD02"";""2005KW02"";""   111.3"";""     1.3"";""     3.2"";""   10167"";""    24.2"";""     6.3"";""  217952"";""    2216"""
"296;""LD02"";""2005KW03"";""   112.4"";""     0.9"";""     3.2"";""   11066"";""     8.8"";""     9.8"";""  221703"";""    2453"""
"297;""LD02"";""2005KW04"";""   113.6"";""     1.0"";""     3.7"";""   11659"";""     5.4"";""     7.3"";""  223487"";""    2606"""
"298;""LD02"";""2005JJ00"";""   111.8"";""     3.2"";""     3.2"";""   41076"";""     7.8"";""     7.8"";""  219537"";""    9018"""
"299;""LD02"";""2006KW01"";""   115.4"";""     1.6"";""     4.9"";""    9489"";""   -18.6"";""    15.9"";""  225538"";""    2140"""
"300;""LD02"";""2006KW02"";""   116.2"";""     0.7"";""     4.3"";""   10515"";""    10.8"";""     3.4"";""  230067"";""    2419"""
"301;""LD02"";""2006KW03"";""   117.6"";""     1.2"";""     4.6"";""   10798"";""     2.7"";""    -2.4"";""  234630"";""    2534"""
"302;""LD02"";""2006KW04"";""   117.5"";""    -0.1"";""     3.5"";""   10913"";""     1.1"";""    -6.4"";""  231322"";""    2524"""
"303;""LD02"";""2006JJ00"";""   116.7"";""     4.3"";""     4.3"";""   41715"";""     1.6"";""     1.6"";""  230546"";""    9617"""
"304;""LD02"";""2007KW01"";""   118.7"";""     1.0"";""     2.9"";""    8716"";""   -20.1"";""    -8.1"";""  236328"";""    2060"""
"305;""LD02"";""2007KW02"";""   120.3"";""     1.3"";""     3.6"";""    9894"";""    13.5"";""    -5.9"";""  241603"";""    2390"""
"306;""LD02"";""2007KW03"";""   121.3"";""     0.8"";""     3.1"";""   10276"";""     3.9"";""    -4.8"";""  244701"";""    2515"""
"307;""LD02"";""2007KW04"";""   121.4"";""     0.1"";""     3.3"";""   10532"";""     2.5"";""    -3.5"";""  240198"";""    2530"""
"308;""LD02"";""2007JJ00"";""   120.4"";""     3.2"";""     3.2"";""   39418"";""    -5.5"";""    -5.5"";""  240869"";""    9495"""
"309;""LD02"";""2008KW01"";""   122.3"";""     0.7"";""     3.0"";""    7872"";""   -25.3"";""    -9.7"";""  241557"";""    1902"""
"310;""LD02"";""2008KW02"";""   122.6"";""     0.2"";""     1.9"";""    9379"";""    19.1"";""    -5.2"";""  245605"";""    2304"""
"311;""LD02"";""2008KW03"";""   123.4"";""     0.7"";""     1.8"";""    9546"";""     1.8"";""    -7.1"";""  247291"";""    2361"""
"312;""LD02"";""2008KW04"";""   122.6"";""    -0.7"";""     1.0"";""    8898"";""    -6.8"";""   -15.5"";""  243619"";""    2168"""
"313;""LD02"";""2008JJ00"";""   122.7"";""     1.9"";""     1.9"";""   35695"";""    -9.4"";""    -9.4"";""  244668"";""    8733"""
"314;""LD02"";""2009KW01"";""   121.4"";""    -0.9"";""    -0.7"";""    5184"";""   -41.7"";""   -34.1"";""  240620"";""    1247"""
"315;""LD02"";""2009KW02"";""   119.0"";""    -2.0"";""    -2.9"";""    5965"";""    15.1"";""   -36.4"";""  232601"";""    1387"""
"316;""LD02"";""2009KW03"";""   116.6"";""    -2.0"";""    -5.5"";""    6438"";""     7.9"";""   -32.6"";""  225615"";""    1453"""
"317;""LD02"";""2009KW04"";""   116.4"";""    -0.2"";""    -5.0"";""    7142"";""    10.9"";""   -19.7"";""  228062"";""    1629"""
"318;""LD02"";""2009JJ00"";""   118.3"";""    -3.5"";""    -3.5"";""   24729"";""   -30.7"";""   -30.7"";""  231152"";""    5716"""
"319;""LD02"";""2010KW01"";""   115.4"";""    -0.8"";""    -4.9"";""    5282"";""   -26.0"";""     1.9"";""  229140"";""    1210"""
"320;""LD02"";""2010KW02"";""   116.4"";""     0.8"";""    -2.2"";""    6190"";""    17.2"";""     3.8"";""  231150"";""    1431"""
"321;""LD02"";""2010KW03"";""   116.7"";""     0.3"";""     0.1"";""    6313"";""     2.0"";""    -1.9"";""  232618"";""    1469"""
"322;""LD02"";""2010KW04"";""   115.0"";""    -1.5"";""    -1.2"";""    6614"";""     4.8"";""    -7.4"";""  228731"";""    1513"""
"323;""LD02"";""2010JJ00"";""   115.9"";""    -2.1"";""    -2.1"";""   24399"";""    -1.3"";""    -1.3"";""  230439"";""    5622"""
"324;""LD02"";""2011KW01"";""   114.0"";""    -0.8"";""    -1.2"";""    5408"";""   -18.2"";""     2.4"";""  227552"";""    1231"""
"325;""LD02"";""2011KW02"";""   113.0"";""    -0.9"";""    -2.9"";""    5594"";""     3.4"";""    -9.6"";""  230692"";""    1290"""
"326;""LD02"";""2011KW03"";""   112.0"";""    -0.9"";""    -4.0"";""    5955"";""     6.5"";""    -5.7"";""  231290"";""    1377"""
"327;""LD02"";""2011KW04"";""   110.2"";""    -1.6"";""    -4.1"";""    6163"";""     3.5"";""    -6.8"";""  222512"";""    1371"""
"328;""LD02"";""2011JJ00"";""   112.3"";""    -3.1"";""    -3.1"";""   23120"";""    -5.2"";""    -5.2"";""  227931"";""    5270"""
"329;""LD02"";""2012KW01"";""   109.3"";""    -0.8"";""    -4.2"";""    4673"";""   -24.2"";""   -13.6"";""  225993"";""    1056"""
"330;""LD02"";""2012KW02"";""   107.1"";""    -2.0"";""    -5.2"";""    6989"";""    49.6"";""    24.9"";""  225750"";""    1578"""
"331;""LD02"";""2012KW03"";""   102.5"";""    -4.3"";""    -8.4"";""    4477"";""   -35.9"";""   -24.8"";""  208036"";""     931"""
"332;""LD02"";""2012KW04"";""   102.4"";""    -0.2"";""    -7.1"";""    7020"";""    56.8"";""    13.9"";""  211492"";""    1485"""
"333;""LD02"";""2012JJ00"";""   105.3"";""    -6.2"";""    -6.2"";""   23159"";""     0.2"";""     0.2"";""  218053"";""    5050"""
"334;""LD02"";""2013KW01"";""   100.1"";""    -2.2"";""    -8.4"";""    4554"";""   -35.1"";""    -2.5"";""  203670"";""     928"""
"335;""LD02"";""2013KW02"";""    97.6"";""    -2.5"";""    -8.9"";""    4204"";""    -7.7"";""   -39.8"";""  201022"";""     845"""
"336;""LD02"";""2013KW03"";""    98.3"";""     0.8"";""    -4.1"";""    5596"";""    33.1"";""    25.0"";""  205244"";""    1149"""
"337;""LD02"";""2013KW04"";""    97.4"";""    -0.9"";""    -4.8"";""    7054"";""    26.1"";""     0.5"";""  202331"";""    1427"""
"338;""LD02"";""2013JJ00"";""    98.4"";""    -6.6"";""    -6.6"";""   21408"";""    -7.6"";""    -7.6"";""  203120"";""    4348"""
"339;""LD02"";""2014KW01"";""    98.1"";""     0.7"";""    -2.0"";""    5558"";""   -21.2"";""    22.0"";""  203975"";""    1134"""
"340;""LD02"";""2014KW02"";""    98.3"";""     0.2"";""     0.7"";""    6510"";""    17.1"";""    54.9"";""  208612"";""    1358"""
"341;""LD02"";""2014KW03"";""    98.7"";""     0.4"";""     0.3"";""    7260"";""    11.5"";""    29.7"";""  212130"";""    1540"""
"342;""LD02"";""2014KW04"";""    98.7"";""     0.0"";""     1.3"";""    9687"";""    33.4"";""    37.3"";""  213337"";""    2067"""
