"ID;""RegioS"";""Perioden"";""PrijsindexVerkoopprijzen_1"";""OntwikkelingTOVVoorgaandePeriode_2"";""OntwikkelingTOVEenJaarEerder_3"";""VerkochteWoningen_4"";""OntwikkelingTOVVoorgaandePeriode_5"";""OntwikkelingTOVEenJaarEerder_6"";""GemiddeldeVerkoopprijs_7"";""TotaleWaardeVerkoopprijzen_8"""
"2066;""PV31"";""2017JJ00"";""   109.1"";""     4.8"";""     4.8"";""   14675"";""    18.7"";""    18.7"";""  212920"";""    3125"""
"2067;""PV31"";""2018KW01"";""   114.4"";""     2.7"";""     6.9"";""    3186"";""   -25.2"";""     1.8"";""  221773"";""     707"""
"2068;""PV31"";""2018KW02"";""   116.0"";""     1.3"";""     7.2"";""    3229"";""     1.4"";""    -8.3"";""  226700"";""     732"""
"2069;""PV31"";""2018KW03"";""   119.1"";""     2.7"";""     8.4"";""    3479"";""     7.7"";""    -7.6"";""  230744"";""     803"""
"2070;""PV31"";""2018KW04"";""   120.6"";""     1.3"";""     8.2"";""    3611"";""     3.8"";""   -15.2"";""  236824"";""     855"""
"2071;""PV31"";""2018JJ00"";""   117.5"";""     7.7"";""     7.7"";""   13505"";""    -8.0"";""    -8.0"";""  229286"";""    3097"""
"2072;""PV31"";""2019KW01"";""   122.9"";""     2.0"";""     7.4"";""    2900"";""   -19.7"";""    -9.0"";""  239348"";""     694"""
"2073;""PV31"";""2019KW02"";""   124.7"";""     1.4"";""     7.5"";""    3270"";""    12.8"";""     1.3"";""  240927"";""     788"""
"2074;""GM0363"";""1995KW01"";""  28.8"";"""";"""";""     625"";"""";"""";""   95052"";""      59"""
"2075;""GM0363"";""1995KW02"";""  28.7"";""    -0.2"";"""";""     654"";""     4.6"";"""";""   98045"";""      64"""
"2076;""GM0363"";""1995KW03"";""  29.5"";""     2.7"";"""";""     763"";""    16.7"";"""";""   94401"";""      72"""
"2077;""GM0363"";""1995KW04"";""  29.9"";""     1.4"";"""";""     822"";""     7.7"";"""";""  103576"";""      85"""
"2078;""GM0363"";""1995JJ00"";""  29.2"";"""";"""";""    2864"";"""";"""";""   98008"";""     281"""
"2079;""GM0363"";""1996KW01"";""  30.3"";""     1.3"";""     5.2"";""     696"";""   -15.3"";""    11.4"";""  111078"";""      77"""
"2080;""GM0363"";""1996KW02"";""  31.1"";""     2.6"";""     8.3"";""     830"";""    19.3"";""    26.9"";""  106316"";""      88"""
"2081;""GM0363"";""1996KW03"";""  32.2"";""     3.5"";""     9.1"";""     812"";""    -2.2"";""     6.4"";""  108197"";""      88"""
"2082;""GM0363"";""1996KW04"";""  33.0"";""     2.6"";""    10.5"";""     862"";""     6.2"";""     4.9"";""  115935"";""     100"""
"2083;""GM0363"";""1996JJ00"";""  31.6"";""     8.3"";""     8.3"";""    3200"";""    11.7"";""    11.7"";""  110420"";""     353"""
"2084;""GM0363"";""1997KW01"";""  34.4"";""     4.2"";""    13.6"";""     878"";""     1.9"";""    26.1"";""  114735"";""     101"""
"2085;""GM0363"";""1997KW02"";""  35.6"";""     3.4"";""    14.5"";""    1066"";""    21.4"";""    28.4"";""  121729"";""     130"""
"2086;""GM0363"";""1997KW03"";""  37.4"";""     5.2"";""    16.3"";""    1023"";""    -4.0"";""    26.0"";""  127834"";""     131"""
"2087;""GM0363"";""1997KW04"";""  37.4"";""     0.0"";""    13.4"";""    1212"";""    18.5"";""    40.6"";""  136452"";""     165"""
"2088;""GM0363"";""1997JJ00"";""  36.2"";""    14.5"";""    14.5"";""    4179"";""    30.6"";""    30.6"";""  126024"";""     527"""
"2089;""GM0363"";""1998KW01"";""  40.3"";""     7.8"";""    17.2"";""     903"";""   -25.5"";""     2.8"";""  144703"";""     131"""
"2090;""GM0363"";""1998KW02"";""  41.5"";""     2.8"";""    16.6"";""    1051"";""    16.4"";""    -1.4"";""  147192"";""     155"""
"2091;""GM0363"";""1998KW03"";""  43.7"";""     5.4"";""    16.7"";""    1037"";""    -1.3"";""     1.4"";""  151201"";""     157"""
"2092;""GM0363"";""1998KW04"";""  45.7"";""     4.6"";""    22.1"";""    1106"";""     6.7"";""    -8.7"";""  160513"";""     178"""
"2093;""GM0363"";""1998JJ00"";""  42.8"";""    18.2"";""    18.2"";""    4097"";""    -2.0"";""    -2.0"";""  151254"";""     620"""
"2094;""GM0363"";""1999KW01"";""  50.8"";""    11.2"";""    26.0"";""     950"";""   -14.1"";""     5.2"";""  180478"";""     171"""
"2095;""GM0363"";""1999KW02"";""  54.2"";""     6.6"";""    30.7"";""    1137"";""    19.7"";""     8.2"";""  179153"";""     204"""
"2096;""GM0363"";""1999KW03"";""  57.2"";""     5.6"";""    30.9"";""    1254"";""    10.3"";""    20.9"";""  186919"";""     234"""
"2097;""GM0363"";""1999KW04"";""  59.9"";""     4.7"";""    31.0"";""    1249"";""    -0.4"";""    12.9"";""  207371"";""     259"""
"2098;""GM0363"";""1999JJ00"";""  55.5"";""    29.7"";""    29.7"";""    4590"";""    12.0"";""    12.0"";""  189227"";""     869"""
"2099;""GM0363"";""2000KW01"";""  63.8"";""     6.5"";""    25.5"";""    1038"";""   -16.9"";""     9.3"";""  209753"";""     218"""
"2100;""GM0363"";""2000KW02"";""  65.9"";""     3.4"";""    21.7"";""    1172"";""    12.9"";""     3.1"";""  220496"";""     258"""
"2101;""GM0363"";""2000KW03"";""  67.7"";""     2.8"";""    18.4"";""    1291"";""    10.2"";""     3.0"";""  226056"";""     292"""
"2102;""GM0363"";""2000KW04"";""  70.0"";""     3.3"";""    16.9"";""    1450"";""    12.3"";""    16.1"";""  238404"";""     346"""
"2103;""GM0363"";""2000JJ00"";""  66.8"";""    20.4"";""    20.4"";""    4951"";""     7.9"";""     7.9"";""  224938"";""    1114"""
"2104;""GM0363"";""2001KW01"";""  73.6"";""     5.1"";""    15.4"";""    1086"";""   -25.1"";""     4.6"";""  238402"";""     259"""
"2105;""GM0363"";""2001KW02"";""  75.7"";""     3.0"";""    14.9"";""    1251"";""    15.2"";""     6.7"";""  247482"";""     310"""
"2106;""GM0363"";""2001KW03"";""  77.2"";""     2.0"";""    14.0"";""    1403"";""    12.2"";""     8.7"";""  251894"";""     353"""
"2107;""GM0363"";""2001KW04"";""  77.5"";""     0.3"";""    10.7"";""    1532"";""     9.2"";""     5.7"";""  248500"";""     381"""
"2108;""GM0363"";""2001JJ00"";""  76.0"";""    13.7"";""    13.7"";""    5272"";""     6.5"";""     6.5"";""  247082"";""    1303"""
"2109;""GM0363"";""2002KW01"";""  77.9"";""     0.6"";""     5.9"";""    1179"";""   -23.0"";""     8.6"";""  261042"";""     308"""
"2110;""GM0363"";""2002KW02"";""  77.7"";""    -0.3"";""     2.6"";""    1355"";""    14.9"";""     8.3"";""  257211"";""     349"""
"2111;""GM0363"";""2002KW03"";""  78.4"";""     0.9"";""     1.5"";""    1543"";""    13.9"";""    10.0"";""  251807"";""     389"""
"2112;""GM0363"";""2002KW04"";""  77.1"";""    -1.7"";""    -0.5"";""    1573"";""     1.9"";""     2.7"";""  238815"";""     376"""
"2113;""GM0363"";""2002JJ00"";""  77.8"";""     2.3"";""     2.3"";""    5650"";""     7.2"";""     7.2"";""  251413"";""    1420"""
"2114;""GM0363"";""2003KW01"";""  76.4"";""    -0.8"";""    -1.9"";""    1260"";""   -19.9"";""     6.9"";""  235453"";""     297"""
"2115;""GM0363"";""2003KW02"";""  75.1"";""    -1.8"";""    -3.3"";""    1340"";""     6.3"";""    -1.1"";""  239384"";""     321"""
"2116;""GM0363"";""2003KW03"";""  74.7"";""    -0.5"";""    -4.7"";""    1782"";""    33.0"";""    15.5"";""  226932"";""     404"""
"2117;""GM0363"";""2003KW04"";""  75.4"";""     0.9"";""    -2.2"";""    2195"";""    23.2"";""    39.5"";""  228929"";""     502"""
"2118;""GM0363"";""2003JJ00"";""  75.4"";""    -3.0"";""    -3.0"";""    6577"";""    16.4"";""    16.4"";""  231768"";""    1524"""
"2119;""GM0363"";""2004KW01"";""  75.7"";""     0.4"";""    -1.0"";""    1528"";""   -30.4"";""    21.3"";""  236635"";""     362"""
"2120;""GM0363"";""2004KW02"";""  75.7"";""     0.0"";""     0.8"";""    1859"";""    21.7"";""    38.7"";""  232074"";""     431"""
"2121;""GM0363"";""2004KW03"";""  77.1"";""     1.8"";""     3.1"";""    2170"";""    16.7"";""    21.8"";""  232900"";""     505"""
"2122;""GM0363"";""2004KW04"";""  75.9"";""    -1.5"";""     0.6"";""    2465"";""    13.6"";""    12.3"";""  214217"";""     528"""
"2123;""GM0363"";""2004JJ00"";""  76.1"";""     0.9"";""     0.9"";""    8022"";""    22.0"";""    22.0"";""  227679"";""    1826"""
"2124;""GM0363"";""2005KW01"";""  77.6"";""     2.2"";""     2.5"";""    1990"";""   -19.3"";""    30.2"";""  227622"";""     453"""
"2125;""GM0363"";""2005KW02"";""  79.3"";""     2.3"";""     4.8"";""    2212"";""    11.2"";""    19.0"";""  236026"";""     522"""
"2126;""GM0363"";""2005KW03"";""  80.8"";""     1.8"";""     4.8"";""    2443"";""    10.4"";""    12.6"";""  244213"";""     597"""
"2127;""GM0363"";""2005KW04"";""  81.2"";""     0.6"";""     7.0"";""    2634"";""     7.8"";""     6.9"";""  242401"";""     638"""
"2128;""GM0363"";""2005JJ00"";""  79.7"";""     4.8"";""     4.8"";""    9279"";""    15.7"";""    15.7"";""  238189"";""    2210"""
"2129;""GM0363"";""2006KW01"";""  83.5"";""     2.8"";""     7.7"";""    2351"";""   -10.7"";""    18.1"";""  244538"";""     575"""
"2130;""GM0363"";""2006KW02"";""  84.4"";""     1.0"";""     6.4"";""    2420"";""     2.9"";""     9.4"";""  252779"";""     612"""
"2131;""GM0363"";""2006KW03"";""  88.3"";""     4.6"";""     9.3"";""    2571"";""     6.2"";""     5.2"";""  266748"";""     686"""
"2132;""GM0363"";""2006KW04"";""  89.2"";""     1.1"";""     9.8"";""    2732"";""     6.3"";""     3.7"";""  263084"";""     719"""
"2133;""GM0363"";""2006JJ00"";""  86.4"";""     8.3"";""     8.3"";""   10074"";""     8.6"";""     8.6"";""  257215"";""    2591"""
"2134;""GM0363"";""2007KW01"";""  91.4"";""     2.4"";""     9.4"";""    2443"";""   -10.6"";""     3.9"";""  270234"";""     660"""
"2135;""GM0363"";""2007KW02"";""  94.3"";""     3.2"";""    11.7"";""    2436"";""    -0.3"";""     0.7"";""  274046"";""     668"""
"2136;""GM0363"";""2007KW03"";""  98.9"";""     4.9"";""    12.0"";""    2762"";""    13.4"";""     7.4"";""  295410"";""     816"""
"2137;""GM0363"";""2007KW04"";""  99.3"";""     0.5"";""    11.3"";""    2848"";""     3.1"";""     4.2"";""  299101"";""     852"""
"2138;""GM0363"";""2007JJ00"";""  95.9"";""    11.1"";""    11.1"";""   10489"";""     4.1"";""     4.1"";""  285587"";""    2996"""
"2139;""GM0363"";""2008KW01"";"" 103.6"";""     4.3"";""    13.4"";""    2191"";""   -23.1"";""   -10.3"";""  314415"";""     689"""
"2140;""GM0363"";""2008KW02"";"" 104.2"";""     0.6"";""    10.6"";""    2382"";""     8.7"";""    -2.2"";""  309079"";""     736"""
"2141;""GM0363"";""2008KW03"";"" 105.0"";""     0.8"";""     6.3"";""    2499"";""     4.9"";""    -9.5"";""  306694"";""     766"""
"2142;""GM0363"";""2008KW04"";"" 102.0"";""    -2.9"";""     2.7"";""    2318"";""    -7.2"";""   -18.6"";""  290918"";""     674"""
"2143;""GM0363"";""2008JJ00"";"" 103.7"";""     8.1"";""     8.1"";""    9390"";""   -10.5"";""   -10.5"";""  305206"";""    2866"""
"2144;""GM0363"";""2009KW01"";"" 100.0"";""    -2.0"";""    -3.5"";""    1435"";""   -38.1"";""   -34.5"";""  284120"";""     408"""
"2145;""GM0363"";""2009KW02"";""  97.3"";""    -2.7"";""    -6.6"";""    1611"";""    12.3"";""   -32.4"";""  273395"";""     440"""
"2146;""GM0363"";""2009KW03"";""  96.1"";""    -1.2"";""    -8.5"";""    2000"";""    24.1"";""   -20.0"";""  274993"";""     550"""
"2147;""GM0363"";""2009KW04"";""  97.5"";""     1.4"";""    -4.4"";""    2317"";""    15.9"";""     0.0"";""  288490"";""     668"""
"2148;""GM0363"";""2009JJ00"";""  97.7"";""    -5.8"";""    -5.8"";""    7363"";""   -21.6"";""   -21.6"";""  280670"";""    2067"""
"2149;""GM0363"";""2010KW01"";""  96.6"";""    -0.9"";""    -3.3"";""    1784"";""   -23.0"";""    24.3"";""  277348"";""     495"""
"2150;""GM0363"";""2010KW02"";""  98.3"";""     1.8"";""     1.0"";""    1898"";""     6.4"";""    17.8"";""  284337"";""     540"""
"2151;""GM0363"";""2010KW03"";""  97.2"";""    -1.1"";""     1.2"";""    2025"";""     6.7"";""     1.3"";""  283053"";""     573"""
"2152;""GM0363"";""2010KW04"";""  97.0"";""    -0.3"";""    -0.5"";""    1990"";""    -1.7"";""   -14.1"";""  279797"";""     557"""
"2153;""GM0363"";""2010JJ00"";""  97.3"";""    -0.4"";""    -0.4"";""    7697"";""     4.5"";""     4.5"";""  281206"";""    2164"""
"2154;""GM0363"";""2011KW01"";""  98.7"";""     1.7"";""     2.1"";""    1721"";""   -13.5"";""    -3.5"";""  293197"";""     505"""
"2155;""GM0363"";""2011KW02"";""  97.4"";""    -1.3"";""    -1.0"";""    1868"";""     8.5"";""    -1.6"";""  280421"";""     524"""
"2156;""GM0363"";""2011KW03"";""  97.3"";""    -0.1"";""     0.0"";""    1904"";""     1.9"";""    -6.0"";""  290035"";""     552"""
"2157;""GM0363"";""2011KW04"";""  94.6"";""    -2.8"";""    -2.5"";""    2145"";""    12.7"";""     7.8"";""  276759"";""     594"""
"2158;""GM0363"";""2011JJ00"";""  97.0"";""    -0.3"";""    -0.3"";""    7638"";""    -0.8"";""    -0.8"";""  284668"";""    2174"""
"2159;""GM0363"";""2012KW01"";""  94.8"";""     0.2"";""    -3.9"";""    1558"";""   -27.4"";""    -9.5"";""  293547"";""     457"""
"2160;""GM0363"";""2012KW02"";""  92.5"";""    -2.4"";""    -5.0"";""    1883"";""    20.9"";""     0.8"";""  275509"";""     519"""
"2161;""GM0363"";""2012KW03"";""  90.0"";""    -2.7"";""    -7.5"";""    1648"";""   -12.5"";""   -13.4"";""  257831"";""     425"""
"2162;""GM0363"";""2012KW04"";""  88.6"";""    -1.6"";""    -6.4"";""    2116"";""    28.4"";""    -1.4"";""  258964"";""     548"""
"2163;""GM0363"";""2012JJ00"";""  91.5"";""    -5.7"";""    -5.7"";""    7205"";""    -5.7"";""    -5.7"";""  270507"";""    1949"""
"2164;""GM0363"";""2013KW01"";""  85.9"";""    -3.0"";""    -9.4"";""    1547"";""   -26.9"";""    -0.7"";""  258131"";""     399"""
"2165;""GM0363"";""2013KW02"";""  87.4"";""     1.7"";""    -5.5"";""    1373"";""   -11.2"";""   -27.1"";""  252982"";""     347"""
"2166;""GM0363"";""2013KW03"";""  87.1"";""    -0.4"";""    -3.3"";""    1882"";""    37.1"";""    14.2"";""  254315"";""     479"""
"2167;""GM0363"";""2013KW04"";""  86.3"";""    -0.9"";""    -2.6"";""    2174"";""    15.5"";""     2.7"";""  258837"";""     563"""
"2168;""GM0363"";""2013JJ00"";""  86.7"";""    -5.3"";""    -5.3"";""    6976"";""    -3.2"";""    -3.2"";""  256308"";""    1788"""
"2169;""GM0363"";""2014KW01"";""  88.1"";""     2.1"";""     2.6"";""    2020"";""    -7.1"";""    30.6"";""  260575"";""     526"""
"2170;""GM0363"";""2014KW02"";""  90.5"";""     2.7"";""     3.5"";""    2500"";""    23.8"";""    82.1"";""  271018"";""     678"""
"2171;""GM0363"";""2014KW03"";""  92.5"";""     2.2"";""     6.2"";""    2947"";""    17.9"";""    56.6"";""  279518"";""     824"""
"2172;""GM0363"";""2014KW04"";""  93.4"";""     1.0"";""     8.3"";""    3818"";""    29.6"";""    75.6"";""  274178"";""    1047"""
"2173;""GM0363"";""2014JJ00"";""  91.1"";""     5.1"";""     5.1"";""   11285"";""    61.8"";""    61.8"";""  272438"";""    3074"""
"2174;""GM0363"";""2015KW01"";""  96.9"";""     3.7"";""    10.0"";""    2393"";""   -37.3"";""    18.5"";""  292002"";""     699"""
"2175;""GM0363"";""2015KW02"";""  97.8"";""     1.0"";""     8.1"";""    3026"";""    26.5"";""    21.0"";""  283226"";""     857"""
"2176;""GM0363"";""2015KW03"";"" 101.6"";""     3.9"";""     9.9"";""    3565"";""    17.8"";""    21.0"";""  312852"";""    1115"""
"2177;""GM0363"";""2015KW04"";"" 103.7"";""     2.0"";""    11.0"";""    3510"";""    -1.5"";""    -8.1"";""  320831"";""    1126"""
"2178;""GM0363"";""2015JJ00"";"" 100.0"";""     9.7"";""     9.7"";""   12494"";""    10.7"";""    10.7"";""  303925"";""    3797"""
"2179;""GM0363"";""2016KW01"";"" 107.3"";""     3.5"";""    10.7"";""    2858"";""   -18.6"";""    19.4"";""  336881"";""     963"""
"2180;""GM0363"";""2016KW02"";"" 112.2"";""     4.6"";""    14.7"";""    3069"";""     7.4"";""     1.4"";""  342730"";""    1052"""
"2181;""GM0363"";""2016KW03"";"" 116.1"";""     3.5"";""    14.2"";""    3418"";""    11.4"";""    -4.1"";""  376166"";""    1286"""
"2182;""GM0363"";""2016KW04"";"" 118.6"";""     2.2"";""    14.4"";""    3070"";""   -10.2"";""   -12.5"";""  376646"";""    1156"""
"2183;""GM0363"";""2016JJ00"";"" 113.5"";""    13.5"";""    13.5"";""   12415"";""    -0.6"";""    -0.6"";""  358976"";""    4457"""
"2184;""GM0363"";""2017KW01"";"" 124.0"";""     4.5"";""    15.6"";""    2740"";""   -10.7"";""    -4.1"";""  394931"";""    1082"""
"2185;""GM0363"";""2017KW02"";"" 127.2"";""     2.6"";""    13.4"";""    2703"";""    -1.4"";""   -11.9"";""  402067"";""    1087"""
"2186;""GM0363"";""2017KW03"";"" 132.2"";""     3.9"";""    13.8"";""    3002"";""    11.1"";""   -12.2"";""  417652"";""    1254"""
"2187;""GM0363"";""2017KW04"";"" 134.5"";""     1.8"";""    13.4"";""    2841"";""    -5.4"";""    -7.5"";""  414739"";""    1178"""
"2188;""GM0363"";""2017JJ00"";"" 129.5"";""    14.0"";""    14.0"";""   11286"";""    -9.1"";""    -9.1"";""  407670"";""    4601"""
"2189;""GM0363"";""2018KW01"";"" 138.8"";""     3.2"";""    11.9"";""    2527"";""   -11.1"";""    -7.8"";""  444671"";""    1124"""
"2190;""GM0363"";""2018KW02"";"" 144.2"";""     3.9"";""    13.4"";""    2329"";""    -7.8"";""   -13.8"";""  458941"";""    1069"""
"2191;""GM0363"";""2018KW03"";"" 149.5"";""     3.6"";""    13.1"";""    2573"";""    10.5"";""   -14.3"";""  473523"";""    1218"""
"2192;""GM0363"";""2018KW04"";"" 151.2"";""     1.2"";""    12.5"";""    2325"";""    -9.6"";""   -18.2"";""  465712"";""    1083"""
"2193;""GM0363"";""2018JJ00"";"" 145.9"";""    12.7"";""    12.7"";""    9754"";""   -13.6"";""   -13.6"";""  460705"";""    4494"""
"2194;""GM0363"";""2019KW01"";"" 151.5"";""     0.2"";""     9.2"";""    2243"";""    -3.5"";""   -11.2"";""  472375"";""    1060"""
"2195;""GM0363"";""2019KW02"";"" 154.2"";""     1.8"";""     6.9"";""    2370"";""     5.7"";""     1.8"";""  472666"";""    1120"""
"2196;""GM0518"";""1995KW01"";""  39.5"";"""";"""";""    1362"";"""";"""";""   68141"";""      93"""
"2197;""GM0518"";""1995KW02"";""  39.8"";""     0.8"";"""";""    1512"";""    11.0"";"""";""   73103"";""     111"""
"2198;""GM0518"";""1995KW03"";""  40.6"";""     2.0"";"""";""    1743"";""    15.3"";"""";""   75499"";""     132"""
"2199;""GM0518"";""1995KW04"";""  40.7"";""     0.2"";"""";""    1858"";""     6.6"";"""";""   77802"";""     145"""
"2200;""GM0518"";""1995JJ00"";""  40.1"";"""";"""";""    6475"";"""";"""";""   74053"";""     479"""
"2201;""GM0518"";""1996KW01"";""  41.5"";""     2.0"";""     5.1"";""    1652"";""   -11.1"";""    21.3"";""   75119"";""     124"""
"2202;""GM0518"";""1996KW02"";""  42.5"";""     2.3"";""     6.7"";""    1723"";""     4.3"";""    14.0"";""   81358"";""     140"""
"2203;""GM0518"";""1996KW03"";""  44.0"";""     3.5"";""     8.3"";""    2078"";""    20.6"";""    19.2"";""   87698"";""     182"""
"2204;""GM0518"";""1996KW04"";""  44.4"";""     1.0"";""     9.1"";""    2060"";""    -0.9"";""    10.9"";""   85135"";""     175"""
"2205;""GM0518"";""1996JJ00"";""  43.1"";""     7.3"";""     7.3"";""    7513"";""    16.0"";""    16.0"";""   82775"";""     622"""
"2206;""GM0518"";""1997KW01"";""  45.3"";""     2.0"";""     9.0"";""    1545"";""   -25.0"";""    -6.5"";""   82612"";""     128"""
"2207;""GM0518"";""1997KW02"";""  47.2"";""     4.2"";""    11.1"";""    1906"";""    23.4"";""    10.6"";""   89213"";""     170"""
"2208;""GM0518"";""1997KW03"";""  48.7"";""     3.3"";""    10.8"";""    1971"";""     3.4"";""    -5.1"";""   91775"";""     181"""
"2209;""GM0518"";""1997KW04"";""  49.4"";""     1.4"";""    11.3"";""    2149"";""     9.0"";""     4.3"";""   91030"";""     196"""
"2210;""GM0518"";""1997JJ00"";""  47.6"";""    10.6"";""    10.6"";""    7571"";""     0.8"";""     0.8"";""   89049"";""     674"""
"2211;""GM0518"";""1998KW01"";""  49.9"";""     1.1"";""    10.3"";""    1701"";""   -20.8"";""    10.1"";""   92227"";""     157"""
"2212;""GM0518"";""1998KW02"";""  52.1"";""     4.4"";""    10.5"";""    1997"";""    17.4"";""     4.8"";""   95976"";""     192"""
"2213;""GM0518"";""1998KW03"";""  54.4"";""     4.3"";""    11.6"";""    2079"";""     4.1"";""     5.5"";""  100014"";""     208"""
"2214;""GM0518"";""1998KW04"";""  55.3"";""     1.8"";""    12.1"";""    2151"";""     3.5"";""     0.1"";""  102083"";""     220"""
"2215;""GM0518"";""1998JJ00"";""  52.9"";""    11.1"";""    11.1"";""    7928"";""     4.7"";""     4.7"";""   97887"";""     776"""
"2216;""GM0518"";""1999KW01"";""  55.1"";""    -0.5"";""    10.3"";""    1755"";""   -18.4"";""     3.2"";""  101939"";""     179"""
"2217;""GM0518"";""1999KW02"";""  58.0"";""     5.3"";""    11.2"";""    2037"";""    16.1"";""     2.0"";""  110162"";""     224"""
"2218;""GM0518"";""1999KW03"";""  61.8"";""     6.5"";""    13.6"";""    2059"";""     1.1"";""    -1.0"";""  118117"";""     243"""
"2219;""GM0518"";""1999KW04"";""  63.9"";""     3.5"";""    15.5"";""    2219"";""     7.8"";""     3.2"";""  122359"";""     272"""
"2220;""GM0518"";""1999JJ00"";""  59.7"";""    12.7"";""    12.7"";""    8070"";""     1.8"";""     1.8"";""  113757"";""     918"""
"2221;""GM0518"";""2000KW01"";""  65.9"";""     3.2"";""    19.7"";""    1720"";""   -22.5"";""    -2.0"";""  123166"";""     212"""
"2222;""GM0518"";""2000KW02"";""  69.4"";""     5.2"";""    19.7"";""    2023"";""    17.6"";""    -0.7"";""  126798"";""     257"""
"2223;""GM0518"";""2000KW03"";""  73.2"";""     5.5"";""    18.5"";""    2023"";""     0.0"";""    -1.7"";""  147392"";""     298"""
"2224;""GM0518"";""2000KW04"";""  76.7"";""     4.8"";""    20.0"";""    2196"";""     8.6"";""    -1.0"";""  141744"";""     311"""
"2225;""GM0518"";""2000JJ00"";""  71.3"";""    19.5"";""    19.5"";""    7962"";""    -1.3"";""    -1.3"";""  135368"";""    1078"""
"2226;""GM0518"";""2001KW01"";""  77.7"";""     1.3"";""    17.8"";""    1636"";""   -25.5"";""    -4.9"";""  137800"";""     225"""
"2227;""GM0518"";""2001KW02"";""  81.0"";""     4.2"";""    16.7"";""    2054"";""    25.6"";""     1.5"";""  147615"";""     303"""
"2228;""GM0518"";""2001KW03"";""  83.7"";""     3.4"";""    14.4"";""    2182"";""     6.2"";""     7.9"";""  156308"";""     341"""
"2229;""GM0518"";""2001KW04"";""  85.2"";""     1.7"";""    11.1"";""    2211"";""     1.3"";""     0.7"";""  151731"";""     335"""
"2230;""GM0518"";""2001JJ00"";""  81.9"";""    14.9"";""    14.9"";""    8083"";""     1.5"";""     1.5"";""  149101"";""    1205"""
"2231;""GM0518"";""2002KW01"";""  86.2"";""     1.1"";""    10.9"";""    1880"";""   -15.0"";""    14.9"";""  155132"";""     292"""
"2232;""GM0518"";""2002KW02"";""  88.3"";""     2.5"";""     9.1"";""    2119"";""    12.7"";""     3.2"";""  165014"";""     350"""
"2233;""GM0518"";""2002KW03"";""  89.2"";""     1.0"";""     6.5"";""    2252"";""     6.3"";""     3.2"";""  170885"";""     385"""
"2234;""GM0518"";""2002KW04"";""  90.0"";""     0.9"";""     5.6"";""    2309"";""     2.5"";""     4.4"";""  166271"";""     384"""
"2235;""GM0518"";""2002JJ00"";""  88.4"";""     7.9"";""     7.9"";""    8560"";""     5.9"";""     5.9"";""  164727"";""    1410"""
"2236;""GM0518"";""2003KW01"";""  91.8"";""     2.0"";""     6.5"";""    1825"";""   -21.0"";""    -2.9"";""  162584"";""     297"""
"2237;""GM0518"";""2003KW02"";""  92.0"";""     0.2"";""     4.1"";""    1891"";""     3.6"";""   -10.8"";""  167641"";""     317"""
"2238;""GM0518"";""2003KW03"";""  93.6"";""     1.7"";""     4.9"";""    1958"";""     3.5"";""   -13.1"";""  178169"";""     349"""
"2239;""GM0518"";""2003KW04"";""  94.5"";""     1.0"";""     5.0"";""    2322"";""    18.6"";""     0.6"";""  179563"";""     417"""
"2240;""GM0518"";""2003JJ00"";""  93.0"";""     5.1"";""     5.1"";""    7996"";""    -6.6"";""    -6.6"";""  172527"";""    1380"""
"2241;""GM0518"";""2004KW01"";""  95.0"";""     0.5"";""     3.5"";""    1735"";""   -25.3"";""    -4.9"";""  170075"";""     295"""
"2242;""GM0518"";""2004KW02"";""  96.4"";""     1.5"";""     4.8"";""    1990"";""    14.7"";""     5.2"";""  182509"";""     363"""
"2243;""GM0518"";""2004KW03"";""  98.4"";""     2.1"";""     5.2"";""    1997"";""     0.4"";""     2.0"";""  186198"";""     372"""
"2244;""GM0518"";""2004KW04"";""  99.5"";""     1.1"";""     5.3"";""    2130"";""     6.7"";""    -8.3"";""  181083"";""     386"""
"2245;""GM0518"";""2004JJ00"";""  97.3"";""     4.7"";""     4.7"";""    7852"";""    -1.8"";""    -1.8"";""  180313"";""    1416"""
"2246;""GM0518"";""2005KW01"";""  99.8"";""     0.3"";""     5.0"";""    1702"";""   -20.1"";""    -1.9"";""  188726"";""     321"""
"2247;""GM0518"";""2005KW02"";"" 100.2"";""     0.4"";""     4.0"";""    1973"";""    15.9"";""    -0.9"";""  192169"";""     379"""
"2248;""GM0518"";""2005KW03"";"" 103.0"";""     2.8"";""     4.6"";""    2145"";""     8.7"";""     7.4"";""  204247"";""     438"""
"2249;""GM0518"";""2005KW04"";"" 102.8"";""    -0.1"";""     3.4"";""    2263"";""     5.5"";""     6.2"";""  195257"";""     442"""
"2250;""GM0518"";""2005JJ00"";"" 101.4"";""     4.2"";""     4.2"";""    8083"";""     2.9"";""     2.9"";""  195514"";""    1580"""
"2251;""GM0518"";""2006KW01"";"" 103.1"";""     0.3"";""     3.4"";""    1881"";""   -16.9"";""    10.5"";""  197850"";""     372"""
"2252;""GM0518"";""2006KW02"";"" 105.8"";""     2.6"";""     5.6"";""    2047"";""     8.8"";""     3.8"";""  203195"";""     416"""
"2253;""GM0518"";""2006KW03"";"" 107.8"";""     1.8"";""     4.7"";""    2022"";""    -1.2"";""    -5.7"";""  230872"";""     467"""
"2254;""GM0518"";""2006KW04"";"" 108.2"";""     0.4"";""     5.2"";""    2081"";""     2.9"";""    -8.0"";""  207432"";""     432"""
